standard,nutrient_key,display_name,category,sex,life_stage,age_min_months,age_max_months,target_value,target_min_value,target_max_value,unit,reference_type,source,notes
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,ANY,CHILD,48,96,110,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,ANY,CHILD,48,96,17,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,ANY,CHILD,48,96,405,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,SELENIUM,Selenium,MINERAL,ANY,CHILD,48,96,23,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,ZINC,Zinc,MINERAL,ANY,CHILD,48,96,4.0,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CALCIUM,Calcium,MINERAL,MALE,NORMAL,108,156,1100,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CARBOHYDRATE,Carbohydrate,MACRO,MALE,NORMAL,108,156,100,,,g,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PROTEIN,Protein,MACRO,MALE,NORMAL,108,156,0.76,,,g/kg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_A,Vitamin A,VITAMIN,MALE,NORMAL,108,156,445,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: a
DRI_US_CA,VITAMIN_C,Vitamin C,VITAMIN,MALE,NORMAL,108,156,39,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_D,Vitamin D,VITAMIN,MALE,NORMAL,108,156,10,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_E,Vitamin E,VITAMIN,MALE,NORMAL,108,156,9,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: b
DRI_US_CA,THIAMIN,Thiamin,VITAMIN,MALE,NORMAL,108,156,0.7,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,NORMAL,108,156,0.8,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,NORMAL,108,156,9,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: c
DRI_US_CA,VITAMIN_B6,Vitamin B6,VITAMIN,MALE,NORMAL,108,156,0.8,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,NORMAL,108,156,250,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: d
DRI_US_CA,VITAMIN_B12,Vitamin B12,VITAMIN,MALE,NORMAL,108,156,1.5,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,COPPER,Copper,MINERAL,MALE,NORMAL,108,156,540,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IODINE,Iodine,MINERAL,MALE,NORMAL,108,156,73,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IRON,Iron,MINERAL,MALE,NORMAL,108,156,5.9,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,MALE,NORMAL,108,156,200,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,MALE,NORMAL,108,156,26,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,MALE,NORMAL,108,156,1055,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,NORMAL,108,156,35,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,NORMAL,108,156,7.0,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CALCIUM,Calcium,MINERAL,MALE,NORMAL,168,216,1100,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CARBOHYDRATE,Carbohydrate,MACRO,MALE,NORMAL,168,216,100,,,g,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PROTEIN,Protein,MACRO,MALE,NORMAL,168,216,0.73,,,g/kg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_A,Vitamin A,VITAMIN,MALE,NORMAL,168,216,630,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: a
DRI_US_CA,VITAMIN_C,Vitamin C,VITAMIN,MALE,NORMAL,168,216,63,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_D,Vitamin D,VITAMIN,MALE,NORMAL,168,216,10,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_E,Vitamin E,VITAMIN,MALE,NORMAL,168,216,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: b
DRI_US_CA,THIAMIN,Thiamin,VITAMIN,MALE,NORMAL,168,216,1.0,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,NORMAL,168,216,1.1,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,NORMAL,168,216,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: c
DRI_US_CA,VITAMIN_B6,Vitamin B6,VITAMIN,MALE,NORMAL,168,216,1.1,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,NORMAL,168,216,330,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: d
DRI_US_CA,VITAMIN_B12,Vitamin B12,VITAMIN,MALE,NORMAL,168,216,2.0,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,COPPER,Copper,MINERAL,MALE,NORMAL,168,216,685,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IODINE,Iodine,MINERAL,MALE,NORMAL,168,216,95,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IRON,Iron,MINERAL,MALE,NORMAL,168,216,7.7,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,MALE,NORMAL,168,216,340,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,MALE,NORMAL,168,216,33,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,MALE,NORMAL,168,216,1055,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,NORMAL,168,216,45,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,NORMAL,168,216,8.5,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CALCIUM,Calcium,MINERAL,MALE,NORMAL,228,360,800,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CARBOHYDRATE,Carbohydrate,MACRO,MALE,NORMAL,228,360,100,,,g,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PROTEIN,Protein,MACRO,MALE,NORMAL,228,360,0.66,,,g/kg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_A,Vitamin A,VITAMIN,MALE,NORMAL,228,360,625,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: a
DRI_US_CA,VITAMIN_C,Vitamin C,VITAMIN,MALE,NORMAL,228,360,75,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_D,Vitamin D,VITAMIN,MALE,NORMAL,228,360,10,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_E,Vitamin E,VITAMIN,MALE,NORMAL,228,360,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: b
DRI_US_CA,THIAMIN,Thiamin,VITAMIN,MALE,NORMAL,228,360,1.0,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,NORMAL,228,360,1.1,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,NORMAL,228,360,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: c
DRI_US_CA,VITAMIN_B6,Vitamin B6,VITAMIN,MALE,NORMAL,228,360,1.1,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,NORMAL,228,360,320,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: d
DRI_US_CA,VITAMIN_B12,Vitamin B12,VITAMIN,MALE,NORMAL,228,360,2.0,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,COPPER,Copper,MINERAL,MALE,NORMAL,228,360,700,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IODINE,Iodine,MINERAL,MALE,NORMAL,228,360,95,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IRON,Iron,MINERAL,MALE,NORMAL,228,360,6,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,MALE,NORMAL,228,360,330,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,MALE,NORMAL,228,360,34,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,MALE,NORMAL,228,360,580,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,NORMAL,228,360,45,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,NORMAL,228,360,9.4,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CALCIUM,Calcium,MINERAL,MALE,NORMAL,372,600,800,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CARBOHYDRATE,Carbohydrate,MACRO,MALE,NORMAL,372,600,100,,,g,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PROTEIN,Protein,MACRO,MALE,NORMAL,372,600,0.66,,,g/kg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_A,Vitamin A,VITAMIN,MALE,NORMAL,372,600,625,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: a
DRI_US_CA,VITAMIN_C,Vitamin C,VITAMIN,MALE,NORMAL,372,600,75,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_D,Vitamin D,VITAMIN,MALE,NORMAL,372,600,10,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_E,Vitamin E,VITAMIN,MALE,NORMAL,372,600,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: b
DRI_US_CA,THIAMIN,Thiamin,VITAMIN,MALE,NORMAL,372,600,1.0,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,NORMAL,372,600,1.1,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,NORMAL,372,600,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: c
DRI_US_CA,VITAMIN_B6,Vitamin B6,VITAMIN,MALE,NORMAL,372,600,1.1,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,NORMAL,372,600,320,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: d
DRI_US_CA,VITAMIN_B12,Vitamin B12,VITAMIN,MALE,NORMAL,372,600,2.0,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,COPPER,Copper,MINERAL,MALE,NORMAL,372,600,700,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IODINE,Iodine,MINERAL,MALE,NORMAL,372,600,95,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IRON,Iron,MINERAL,MALE,NORMAL,372,600,6,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,MALE,NORMAL,372,600,350,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,MALE,NORMAL,372,600,34,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,MALE,NORMAL,372,600,580,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,NORMAL,372,600,45,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,NORMAL,372,600,9.4,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CALCIUM,Calcium,MINERAL,MALE,NORMAL,612,840,800,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CARBOHYDRATE,Carbohydrate,MACRO,MALE,NORMAL,612,840,100,,,g,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PROTEIN,Protein,MACRO,MALE,NORMAL,612,840,0.66,,,g/kg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_A,Vitamin A,VITAMIN,MALE,NORMAL,612,840,625,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: a
DRI_US_CA,VITAMIN_C,Vitamin C,VITAMIN,MALE,NORMAL,612,840,75,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_D,Vitamin D,VITAMIN,MALE,NORMAL,612,840,10,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_E,Vitamin E,VITAMIN,MALE,NORMAL,612,840,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: b
DRI_US_CA,THIAMIN,Thiamin,VITAMIN,MALE,NORMAL,612,840,1.0,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,NORMAL,612,840,1.1,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,NORMAL,612,840,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: c
DRI_US_CA,VITAMIN_B6,Vitamin B6,VITAMIN,MALE,NORMAL,612,840,1.4,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,NORMAL,612,840,320,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: d
DRI_US_CA,VITAMIN_B12,Vitamin B12,VITAMIN,MALE,NORMAL,612,840,2.0,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,COPPER,Copper,MINERAL,MALE,NORMAL,612,840,700,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IODINE,Iodine,MINERAL,MALE,NORMAL,612,840,95,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IRON,Iron,MINERAL,MALE,NORMAL,612,840,6,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,MALE,NORMAL,612,840,350,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,MALE,NORMAL,612,840,34,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,MALE,NORMAL,612,840,580,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,NORMAL,612,840,45,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,NORMAL,612,840,9.4,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CALCIUM,Calcium,MINERAL,MALE,NORMAL,852,9999,1000,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CARBOHYDRATE,Carbohydrate,MACRO,MALE,NORMAL,852,9999,100,,,g,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PROTEIN,Protein,MACRO,MALE,NORMAL,852,9999,0.66,,,g/kg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_A,Vitamin A,VITAMIN,MALE,NORMAL,852,9999,625,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: a
DRI_US_CA,VITAMIN_C,Vitamin C,VITAMIN,MALE,NORMAL,852,9999,75,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_D,Vitamin D,VITAMIN,MALE,NORMAL,852,9999,10,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_E,Vitamin E,VITAMIN,MALE,NORMAL,852,9999,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: b
DRI_US_CA,THIAMIN,Thiamin,VITAMIN,MALE,NORMAL,852,9999,1.0,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,NORMAL,852,9999,1.1,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,NORMAL,852,9999,12,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: c
DRI_US_CA,VITAMIN_B6,Vitamin B6,VITAMIN,MALE,NORMAL,852,9999,1.4,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,NORMAL,852,9999,320,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: d
DRI_US_CA,VITAMIN_B12,Vitamin B12,VITAMIN,MALE,NORMAL,852,9999,2.0,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,COPPER,Copper,MINERAL,MALE,NORMAL,852,9999,700,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IODINE,Iodine,MINERAL,MALE,NORMAL,852,9999,95,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IRON,Iron,MINERAL,MALE,NORMAL,852,9999,6,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,MALE,NORMAL,852,9999,350,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,MALE,NORMAL,852,9999,34,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,MALE,NORMAL,852,9999,580,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,NORMAL,852,9999,45,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,NORMAL,852,9999,9.4,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CALCIUM,Calcium,MINERAL,FEMALE,NORMAL,108,156,1100,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,CARBOHYDRATE,Carbohydrate,MACRO,FEMALE,NORMAL,108,156,100,,,g,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,PROTEIN,Protein,MACRO,FEMALE,NORMAL,108,156,0.76,,,g/kg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_A,Vitamin A,VITAMIN,FEMALE,NORMAL,108,156,420,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: a
DRI_US_CA,VITAMIN_C,Vitamin C,VITAMIN,FEMALE,NORMAL,108,156,39,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_D,Vitamin D,VITAMIN,FEMALE,NORMAL,108,156,10,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,VITAMIN_E,Vitamin E,VITAMIN,FEMALE,NORMAL,108,156,9,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: b
DRI_US_CA,THIAMIN,Thiamin,VITAMIN,FEMALE,NORMAL,108,156,0.7,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,FEMALE,NORMAL,108,156,0.8,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,NIACIN,Niacin,VITAMIN,FEMALE,NORMAL,108,156,9,,,mg,EAR,DRI estimated average requirement table provided by user,header footnote: c
DRI_US_CA,VITAMIN_B6,Vitamin B6,VITAMIN,FEMALE,NORMAL,108,156,0.8,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,FOLATE,Folate,VITAMIN,FEMALE,NORMAL,108,156,250,,,μg,EAR,DRI estimated average requirement table provided by user,header footnote: d
DRI_US_CA,VITAMIN_B12,Vitamin B12,VITAMIN,FEMALE,NORMAL,108,156,1.5,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,COPPER,Copper,MINERAL,FEMALE,NORMAL,108,156,540,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IODINE,Iodine,MINERAL,FEMALE,NORMAL,108,156,73,,,μg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,IRON,Iron,MINERAL,FEMALE,NORMAL,108,156,5.7,,,mg,EAR,DRI estimated average requirement table provided by user,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,FEMALE,NORMAL,108,156,200,,,mg,EAR,DRI estimated average requirement table provided by user,
